year,month,day,dep_time,arr_time,carrier,tailnum,flight,origin,dest,carrier_delay,weather_delay,nas_delay,aircraft_delay
2014,2,13,2331,223,UA,N37422,1165,EWR,LAX,0,178,0,110
2014,2,13,1647,2001,UA,N37437,1206,EWR,PHX,0,229,0,0
2014,2,13,916,1244,UA,N39418,1223,EWR,LAX,0,34,6,0
2014,2,13,1609,1849,UA,N76269,1270,EWR,MCO,0,73,0,17
2014,2,13,1911,2224,UA,N38443,1284,EWR,SFO,0,57,0,22
2014,2,13,2039,2324,UA,N37267,1299,EWR,RSW,0,26,0,0
2014,2,13,2005,2223,UA,N26208,1462,EWR,DEN,0,72,0,0
2014,2,13,1641,1957,UA,N67134,1479,EWR,LAX,0,10,0,64
2014,2,13,1659,2019,UA,N39461,1480,EWR,LAS,0,44,38,7
2014,2,13,1035,1814,UA,N76064,15,EWR,HNL,0,75,96,0
2014,2,13,2005,2113,UA,N804UA,215,EWR,ORD,0,21,0,0
2014,2,13,1927,2214,UA,N666UA,247,EWR,IAH,0,19,0,147
2014,2,13,755,1123,UA,N671UA,248,EWR,IAH,0,30,39,0
2014,2,13,1752,2056,UA,N670UA,268,EWR,IAH,0,163,13,0
2014,2,13,1929,2218,UA,N472UA,434,EWR,DFW,0,58,0,12
2014,2,13,2325,209,UA,N471UA,470,EWR,MCO,0,205,0,0
2014,2,13,1810,2146,UA,N596UA,512,JFK,SFO,0,18,10,47
2014,2,13,1903,2202,UA,N546UA,535,JFK,LAX,0,19,0,26
2014,2,13,1758,2052,UA,N829UA,590,EWR,PBI,0,51,0,0
2014,2,13,2200,44,UA,N476UA,736,EWR,FLL,0,72,0,0
2014,2,13,2229,135,UA,N524UA,814,EWR,SFO,0,35,0,64
2014,2,13,1848,2137,UA,N13138,1022,EWR,IAH,0,66,0,0
2014,2,13,1440,1816,UA,N17128,1054,EWR,LAX,0,80,27,5
2014,2,13,2131,25,UA,N38424,1064,EWR,SAN,0,127,0,40
2014,2,13,2227,356,UA,N37298,1071,EWR,BQN,0,87,33,0
2014,2,13,1744,2105,UA,N24202,1075,EWR,SNA,0,17,0,0
2014,2,13,1803,2105,UA,N17139,1109,EWR,MCO,0,28,4,0
2014,2,13,1631,1950,UA,N37274,1122,EWR,PBI,0,46,19,17
2014,2,13,2048,29,UA,N38473,1127,EWR,SFO,0,108,16,0
2014,2,13,2113,10,UA,N37471,1493,EWR,LAX,0,212,0,0
2014,2,13,2012,2317,UA,N69806,1522,EWR,PBI,0,87,3,0
2014,2,13,1715,2037,UA,N68801,1554,EWR,FLL,0,45,12,0
2014,2,13,1516,1851,UA,N69804,1600,EWR,LAX,0,40,12,0
2014,2,13,1519,1841,UA,N37281,1601,EWR,FLL,0,41,19,0
2014,2,13,1031,1322,UA,N75851,1625,EWR,DEN,0,212,39,0
2014,2,13,2032,2313,UA,N36472,1637,EWR,TPA,0,115,0,0
2014,2,13,914,1257,UA,N41135,1643,EWR,DEN,0,24,73,0
2014,2,13,1721,2032,UA,N14237,1707,EWR,MIA,0,33,5,0
2014,2,13,1507,1642,UA,N19141,1734,EWR,ORD,0,67,4,60
2014,2,13,1604,1927,UA,N76508,1744,EWR,MIA,0,51,13,64
2014,2,13,1327,1719,US,N655AW,456,JFK,PHX,0,12,12,0
2014,2,13,1421,1811,US,N662AW,686,EWR,PHX,0,32,29,0
2014,2,13,1917,2022,US,N949UW,2154,LGA,BOS,0,19,0,168
2014,2,14,911,1253,AA,N788AA,1,JFK,LAX,0,11,12,0
2014,2,14,752,1133,AA,N3DMAA,29,LGA,PBI,0,32,31,0
2014,2,14,851,1244,AA,N332AA,59,JFK,SFO,0,51,18,0
2014,2,14,655,856,AA,N3JEAA,303,LGA,ORD,0,25,16,0
2014,2,14,1213,1540,AA,N3KPAA,388,LGA,MIA,0,28,12,5
2014,2,14,804,1344,AA,N5FJAA,936,JFK,STT,0,9,35,0
2014,2,14,636,935,AA,N3LHAA,1103,LGA,DFW,0,20,0,0
2014,2,14,722,1054,AA,N3DTAA,1107,LGA,DFW,0,37,22,0
2014,2,14,831,1200,AA,N3GVAA,1111,LGA,DFW,0,46,14,0
2014,2,14,953,1256,AA,N3EKAA,1121,LGA,DFW,0,36,0,0
2014,2,14,1220,1524,AA,N3HFAA,1131,LGA,DFW,0,104,0,0
2014,2,14,1141,1454,AA,N3KXAA,1139,LGA,DFW,0,4,3,22
2014,2,14,1224,1537,AA,N3HLAA,1143,LGA,DFW,0,14,3,0
2014,2,14,629,1016,AA,N621AA,1205,EWR,MIA,0,19,42,0
2014,2,14,811,1323,AA,N5FGAA,1357,JFK,SJU,0,6,12,0
2014,2,14,821,1206,AA,N3GMAA,2267,LGA,MIA,0,21,30,0
2014,2,14,838,1158,AA,N3FEAA,2279,LGA,MIA,0,88,5,0
2014,2,14,1037,1145,B6,N283JB,116,JFK,SYR,0,76,0,0
2014,2,14,710,938,B6,N298JB,675,JFK,MSY,0,25,5,0
2014,2,14,824,1146,B6,N510JB,163,JFK,SRQ,0,54,15,0
2014,2,14,1756,2122,B6,N760JB,1601,JFK,FLL,0,9,14,47
2014,2,14,907,1234,B6,N789JB,1025,JFK,TPA,0,38,30,0
2014,2,14,1004,1355,B6,N558JB,189,JFK,SAN,0,84,43,0
2014,2,14,1112,1402,DL,N396DA,404,JFK,LAS,0,39,7,0
2014,2,14,829,1011,DL,N375NC,406,JFK,MSP,0,26,0,0
2014,2,14,1049,1406,DL,N187DN,422,JFK,LAX,0,91,0,0
2014,2,14,1217,1542,DL,N723TW,423,JFK,LAX,0,17,4,0
2014,2,14,1303,1625,DL,N398DA,424,JFK,SLC,0,23,3,0
2014,2,14,948,1209,DL,N721TW,439,JFK,ATL,15,39,0,0
2014,2,14,759,1211,DL,N705TW,440,JFK,SEA,0,14,58,0
2014,2,14,910,1411,DL,N704X,454,JFK,STT,0,28,0,0
2014,2,14,1157,1458,DL,N3738B,457,JFK,FLL,0,15,0,14
2014,2,14,1245,1432,DL,N675DL,482,JFK,MSP,0,10,0,8
2014,2,14,1133,1453,DL,N917DL,499,JFK,MIA,0,28,9,0
2014,2,14,620,908,DL,N385DN,904,LGA,ATL,9,11,12,0
2014,2,14,942,1315,AA,N639AA,1085,JFK,MIA,0,12,13,0
2014,2,14,1920,2156,DL,N960DL,1659,LGA,ATL,3,64,0,0
2014,2,14,1053,1334,DL,N935DL,1847,LGA,ATL,14,35,0,0
2014,2,14,706,1058,DL,N944DN,2003,LGA,MIA,0,6,25,0
2014,2,14,828,1240,DL,N3756,2046,JFK,PHX,0,28,28,0
2014,2,14,818,1136,DL,N955DL,2047,LGA,ATL,0,19,35,0
2014,2,14,944,1509,DL,N693DL,2101,JFK,SJU,0,44,38,0
2014,2,14,709,1206,DL,N3769L,2115,JFK,SJU,0,12,10,0
2014,2,14,844,1220,DL,N682DA,2323,JFK,LAS,0,19,40,0
2014,2,14,1006,1348,DL,N924DL,2395,LGA,PBI,113,13,27,0
2014,2,14,1111,1520,AA,N3GPAA,1599,LGA,MIA,0,25,54,6
2014,2,14,853,1218,B6,N519JB,653,JFK,PBI,0,63,30,0
2014,2,14,928,1256,B6,N527JB,795,JFK,AUS,0,23,9,0
2014,2,14,1102,1419,B6,N529JB,925,JFK,TPA,0,27,25,0
2014,2,14,1530,1730,EV,N14952,4381,EWR,DTW,0,25,2,0
2014,2,14,1628,1806,EV,N909EV,5713,LGA,IAD,8,21,8,86
2014,2,14,947,1136,MQ,N512MQ,3478,LGA,DTW,0,3,0,33
2014,2,14,1106,1233,MQ,N510MQ,3611,EWR,ORD,0,19,2,7
2014,2,14,1546,1835,UA,N538UA,437,LGA,IAH,0,14,0,39
2014,2,14,1601,1724,UA,N818UA,685,LGA,ORD,0,20,0,35
2014,2,14,1936,2226,UA,N78501,1027,LGA,IAH,0,12,0,16
2014,2,14,751,1040,UA,N41135,1055,EWR,IAH,0,19,0,0
2014,2,14,1943,2122,UA,N23721,1146,LGA,ORD,0,28,0,132
2014,2,14,736,858,UA,N77525,1686,LGA,ORD,0,28,0,0
2014,2,14,1758,2012,US,N198UW,894,LGA,CLT,0,3,6,50
2014,2,14,1933,2132,US,N181UW,2039,LGA,CLT,0,10,0,23
2014,2,14,951,1140,US,N725UW,2071,LGA,CLT,0,5,0,43
2014,2,14,1232,1402,US,N954UW,2146,LGA,BOS,0,2,22,30
2014,2,14,1349,1450,US,N958UW,2148,LGA,BOS,0,5,0,38
2014,2,14,1559,1706,US,N963UW,2152,LGA,BOS,0,58,0,0
2014,2,14,1650,1801,US,N954UW,2154,LGA,BOS,0,8,0,38
2014,2,14,1922,2020,US,N959UW,2158,LGA,BOS,0,2,0,66
2014,2,14,2037,2134,US,N963UW,2160,LGA,BOS,0,14,0,69
2014,2,14,1207,1347,US,N700UW,2179,LGA,DCA,0,6,26,1
2014,2,14,1301,1434,US,N770UW,2181,LGA,DCA,1,1,19,0
2014,2,14,1519,1642,US,N724UW,2183,LGA,DCA,0,7,11,72
2014,2,14,1550,1721,US,N768US,2185,LGA,DCA,0,5,12,45
2014,2,14,1613,1749,US,N700UW,2187,LGA,DCA,0,6,15,7
2014,2,14,1741,1909,US,N770UW,2189,LGA,DCA,0,8,8,33
2014,2,14,825,1124,US,N654AW,409,EWR,CLT,0,5,56,0
2014,2,14,1650,1842,US,N709UW,765,LGA,CLT,0,12,0,40
2014,2,15,2046,27,AA,N319AA,21,JFK,LAX,0,53,26,53
2014,2,15,1712,2058,AA,N3BDAA,45,JFK,LAS,0,12,51,0
2014,2,15,1756,2208,AA,N3GEAA,67,JFK,SAN,0,46,62,0
2014,2,15,1642,2306,AA,N634AA,95,JFK,SJU,0,12,84,0
2014,2,15,1647,2055,AA,N789AA,181,JFK,LAX,0,17,38,0
2014,2,15,2054,2258,AA,N3AJAA,199,JFK,ORD,0,33,4,186
2014,2,15,2143,2356,AA,N3AVAA,256,JFK,BOS,0,281,48,2
2014,2,15,1937,114,AA,N5DVAA,1029,JFK,SJU,0,37,38,0
2014,2,15,814,1333,AA,N5FRAA,1357,JFK,SJU,0,9,19,0
2014,2,15,2105,109,AA,N370AA,2351,JFK,MIA,0,215,39,0
2014,2,15,1750,2123,AA,N338AA,1687,JFK,MIA,0,88,0,0
2014,2,15,1852,2303,AS,N409AS,5,EWR,SEA,0,27,41,0
2014,2,15,2206,449,B6,N913JB,703,JFK,SJU,323,73,103,0
2014,2,15,2132,17,B6,N197JB,1677,JFK,JAX,0,22,10,0
2014,2,15,1,153,B6,N273JB,2002,JFK,BUF,0,66,31,0
2014,2,15,2049,2221,B6,N284JB,105,JFK,ORD,0,56,0,0
2014,2,15,2321,130,B6,N292JB,702,JFK,BUF,0,25,44,86
2014,2,15,127,410,B6,N267JB,705,EWR,FLL,0,10,0,202
2014,2,15,107,227,B6,N323JB,1816,JFK,SYR,0,24,14,128
2014,2,15,2320,210,B6,N306JB,775,JFK,MSY,0,18,29,127
2014,2,15,120,252,B6,N358JB,234,JFK,BTV,0,42,21,129
2014,2,15,118,627,B6,N569JB,839,JFK,BQN,0,52,30,27
2014,2,15,2111,131,B6,N571JB,711,JFK,LAS,0,34,92,98
2014,2,15,2029,34,B6,N509JB,135,JFK,PHX,0,4,23,80
2014,2,15,2105,32,B6,N516JB,65,JFK,ABQ,0,14,18,56
2014,2,15,23,309,B6,N592JB,97,JFK,DEN,0,96,19,79
2014,2,15,2227,226,B6,N593JB,1183,JFK,MCO,0,32,73,0
2014,2,15,106,413,B6,N594JB,1901,JFK,FLL,0,94,5,101
2014,2,15,2111,129,B6,N597JB,329,JFK,RSW,0,42,66,0
2014,2,15,2111,41,B6,N633JB,1601,JFK,FLL,0,22,18,229
2014,2,15,2030,219,B6,N612JB,803,JFK,SJU,0,11,54,99
2014,2,15,2043,8,B6,N621JB,153,JFK,PBI,0,39,26,0
2014,2,15,2214,132,B6,N746JB,225,JFK,TPA,0,59,19,105
2014,2,15,217,718,B6,N648JB,745,JFK,PSE,0,67,16,71
2014,2,15,2221,255,B6,N652JB,523,JFK,LAX,0,59,82,35
2014,2,15,217,727,B6,N796JB,1203,JFK,SJU,0,137,26,101
2014,2,15,2335,415,B6,N809JB,915,JFK,SFO,0,69,61,126
2014,2,15,2214,257,B6,N658JB,611,JFK,LAS,0,44,119,0
2014,2,15,1912,2311,B6,N665JB,201,JFK,FLL,0,72,48,0
2014,2,15,49,549,B6,N706JB,1503,JFK,SJU,0,50,20,0
2014,2,15,2328,330,B6,N715JB,71,JFK,SLC,0,167,44,0
2014,2,15,2130,322,DL,N710TW,4,JFK,SJU,0,117,63,28
2014,2,15,50,606,DL,N706TW,425,JFK,SJU,0,51,31,0
2014,2,15,940,1322,DL,N193DN,427,JFK,LAX,0,805,17,0
2014,2,15,2049,2400,DL,N684DA,433,JFK,SLC,0,54,0,6
2014,2,15,2148,301,DL,N722TW,435,JFK,SFO,0,156,89,12
2014,2,15,2004,2319,DL,N704X,442,JFK,SEA,0,58,0,22
2014,2,15,2146,159,DL,N3742C,444,JFK,PHX,0,48,29,48
2014,2,15,1616,1854,DL,N624AG,447,JFK,ATL,0,15,0,0
2014,2,15,1244,1517,DL,N3747D,475,JFK,DEN,0,994,0,0
2014,2,15,754,1007,DL,N3756,479,JFK,ATL,0,71,0,0
2014,2,15,1436,1720,DL,N387DA,884,LGA,DEN,0,6,13,0
2014,2,15,703,810,DL,N908DL,1487,LGA,PWM,0,692,0,0
2014,2,15,1713,2031,DL,N3761R,1513,EWR,SLC,0,13,10,0
2014,2,15,2043,2346,DL,N339NB,1854,LGA,FLL,19,101,0,69
2014,2,15,1607,1825,DL,N991AT,1942,EWR,ATL,0,9,0,19
2014,2,15,2038,2,DL,N927DA,2033,JFK,ATL,0,55,45,104
2014,2,15,1758,2216,DL,N3767,2065,JFK,FLL,0,113,59,0
2014,2,15,1845,2241,DL,N3773D,2153,JFK,AUS,0,46,21,0
2014,2,15,2158,253,DL,N976DL,2159,JFK,MCO,0,107,118,71
2014,2,15,1705,2055,DL,N917DL,2171,JFK,MIA,0,31,20,29
2014,2,15,1927,2240,DL,N943DL,2391,JFK,TPA,0,24,5,8
2014,2,15,1624,1951,DL,N383DN,2482,JFK,LAS,0,26,32,0
2014,2,15,2102,30,DL,N380DA,2487,JFK,LAS,0,112,31,0
2014,2,15,2214,306,DL,N3751B,2495,JFK,SAN,0,162,90,22
2014,2,15,1706,1857,EV,N13566,3808,EWR,IAD,34,33,34,171
2014,2,15,1048,1243,EV,N12924,4295,EWR,CLE,0,108,3,0
2014,2,15,1023,1215,EV,N14952,6177,EWR,IAD,0,256,34,0
2014,2,15,1956,2239,F9,N205FR,143,LGA,DEN,0,5,154,0
2014,2,15,1640,1918,MQ,N601MQ,2793,JFK,CMH,0,7,33,78
2014,2,15,1635,1945,MQ,N629MQ,2963,JFK,CVG,0,9,45,41
2014,2,15,1727,1936,MQ,N905MQ,3216,JFK,ORF,0,2,29,45
2014,2,15,1706,1948,MQ,N839MQ,3365,JFK,DCA,0,6,77,0
2014,2,15,908,1041,US,N967UW,2173,LGA,DCA,0,8,9,0
2014,2,15,1054,1405,VX,N845VA,55,JFK,PSP,24,6,0,0
2014,2,15,1546,1758,MQ,N829MQ,3416,LGA,RDU,0,1,27,25
2014,2,15,2155,2357,MQ,N841MQ,3621,JFK,DCA,0,25,47,0
2014,2,15,1832,2040,MQ,N515MQ,3530,LGA,DTW,0,3,8,24
2014,2,15,30,232,MQ,N5PBMQ,3535,JFK,CMH,0,22,17,278
2014,2,15,1845,2054,MQ,N512MQ,3591,LGA,RDU,0,15,29,0
2014,2,15,2153,101,UA,N851UA,273,EWR,LAX,0,56,1,109
2014,2,15,1740,2019,UA,N524UA,330,LGA,IAH,0,17,0,0
2014,2,15,1919,2320,UA,N416UA,469,EWR,FLL,0,25,48,39
2014,2,15,2019,2321,UA,N410UA,470,EWR,MCO,0,45,8,69
2014,2,15,1629,1936,UA,N575UA,510,EWR,LAS,0,21,32,0
2014,2,15,1807,2223,UA,N512UA,535,JFK,LAX,0,12,54,0
2014,2,15,1912,2356,UA,N13718,1022,EWR,SFO,0,63,74,30
2014,2,15,1806,2128,UA,N24706,1075,EWR,SNA,0,19,0,0
2014,2,15,1821,2155,UA,N19117,1109,EWR,MCO,0,46,36,0
2014,2,15,2101,11,UA,N77295,1114,EWR,TPA,0,26,8,0
2014,2,15,2244,216,UA,N16709,1127,EWR,SFO,0,37,7,181
2014,2,15,2057,2355,UA,N75426,1156,EWR,PBI,0,36,0,178
2014,2,15,1642,1916,UA,N33209,1212,EWR,MSY,0,66,10,0
2014,2,15,2020,2357,UA,N75433,1222,EWR,LAX,0,77,28,94
2014,2,15,1316,1840,UA,N37281,1262,EWR,SJU,0,19,25,72
2014,2,15,2021,2330,UA,N17245,1299,EWR,RSW,0,15,0,2
2014,2,15,2326,202,UA,N39418,1416,EWR,MCO,0,25,0,162
2014,2,15,2112,13,UA,N76523,1481,EWR,LAS,0,139,2,0
2014,2,15,2049,3,UA,N37420,1493,EWR,LAX,0,7,7,32
2014,2,15,2132,120,UA,N68801,1535,EWR,MIA,0,25,42,259
2014,2,15,1336,1453,UA,N33103,1622,EWR,ORD,0,22,0,0
2014,2,15,1910,2238,UA,N79402,1637,EWR,TPA,0,17,21,3
2014,2,15,2338,238,UA,N76519,1680,EWR,MIA,0,30,0,130
2014,2,15,1947,2308,UA,N39461,1740,EWR,RSW,0,47,8,0
2014,2,15,2205,140,US,N523UW,425,JFK,CLT,130,171,0,0
2014,2,15,1926,2317,US,N647AW,681,EWR,PHX,0,19,20,157
2014,2,16,815,1157,AA,N338AA,59,JFK,SFO,0,15,7,0
2014,2,16,925,1316,DL,N379DA,2046,JFK,PHX,0,85,13,0
2014,2,16,933,1432,DL,N3748Y,2101,JFK,SJU,0,33,13,0
2014,2,16,828,1129,DL,N665DN,2323,JFK,LAS,0,28,13,0
2014,2,16,923,1227,DL,N934DN,2389,JFK,TPA,0,40,0,35
2014,2,16,1932,2232,DL,N3748Y,2487,JFK,LAS,0,13,3,9
2014,2,16,1133,1430,DL,N603DL,404,JFK,LAS,0,63,16,0
2014,2,16,1033,1332,DL,N192DN,422,JFK,LAX,0,62,0,0
2014,2,16,1254,1633,DL,N393DA,424,JFK,SLC,0,14,23,0
2014,2,16,1023,1338,DL,N906DE,428,JFK,MIA,0,137,0,0
2014,2,16,1118,1450,DL,N3767,436,JFK,SLC,0,23,21,0
2014,2,16,720,1045,DL,N723TW,483,JFK,SLC,0,19,0,0
2014,2,16,1030,1426,VX,N633VA,187,EWR,SFO,0,16,0,0
2014,2,16,1729,2117,VX,N621VA,413,JFK,LAX,34,18,0,0
2014,2,16,825,1239,UA,N589UA,397,JFK,SFO,0,25,40,0
2014,2,17,1020,1129,B6,N317JB,116,JFK,SYR,52,8,0,0
2014,2,17,741,1212,DL,N190DN,472,JFK,LAX,0,41,61,0
2014,2,17,2130,2302,EV,N612QX,5038,LGA,BHM,0,32,0,0
2014,2,17,2215,2331,EV,N712EV,5287,LGA,MSN,0,68,0,0
2014,2,17,2145,2354,EV,N738EV,5298,LGA,OMA,0,53,0,0
2014,2,17,2301,12,EV,N398CA,5311,LGA,BGR,0,52,0,0
2014,2,17,728,1107,VX,N623VA,399,JFK,LAX,0,9,28,0
2014,2,17,2233,2349,EV,N600QX,5231,LGA,ORF,0,99,0,0
2014,2,17,616,758,UA,N849UA,635,LGA,ORD,0,11,11,0
2014,2,17,1748,2008,UA,N852UA,685,LGA,ORD,0,168,51,0
2014,2,18,815,1231,AA,N783AA,33,JFK,LAX,0,15,46,0
2014,2,18,806,928,AA,N3FYAA,84,JFK,BOS,0,7,12,0
2014,2,18,1100,1440,AA,N338AA,179,JFK,SFO,0,30,15,0
2014,2,18,606,803,AA,N3BGAA,301,LGA,ORD,0,6,12,0
2014,2,18,1026,1150,AA,N3HLAA,313,LGA,ORD,20,60,0,0
2014,2,18,832,1421,AA,N5FJAA,936,JFK,STT,0,37,44,0
2014,2,18,811,1407,AA,N5FMAA,1357,JFK,SJU,0,6,56,0
2014,2,18,808,1200,AA,N3HBAA,2267,LGA,MIA,0,8,37,0
2014,2,18,937,1312,AA,N5DLAA,1085,JFK,MIA,0,7,15,0
2014,2,18,823,1223,DL,N920DL,2190,JFK,MIA,0,18,44,0
2014,2,18,927,1247,DL,N3754A,2274,JFK,MCO,0,87,20,0
2014,2,18,918,1234,DL,N956DL,2389,JFK,TPA,0,78,6,0
2014,2,18,842,1200,DL,N325NB,2457,LGA,MSY,0,37,43,0
2014,2,18,931,1305,DL,N335NW,2531,LGA,DEN,20,56,60,0
2014,2,18,1024,1339,DL,N326NB,1531,LGA,RSW,0,5,0,74
2014,2,18,951,1401,DL,N906DE,1581,LGA,MIA,0,56,40,0
2014,2,18,923,1312,DL,N966DL,1642,LGA,FLL,0,23,30,0
2014,2,18,1044,1326,DL,N909DE,1847,LGA,ATL,0,34,0,7
2014,2,18,725,1216,DL,N951DL,1879,LGA,FLL,0,25,93,0
2014,2,18,1050,1420,DL,N943DL,1885,LGA,MCO,0,95,25,0
2014,2,18,1030,1530,DL,N3731T,2101,JFK,SJU,0,90,13,0
2014,2,18,952,1225,DL,N322US,2119,LGA,MSP,0,82,23,0
2014,2,18,1059,1343,DL,N3748Y,404,JFK,LAS,0,26,1,0
2014,2,18,1013,1337,DL,N194DN,422,JFK,LAX,0,62,0,0
2014,2,18,707,1058,DL,N717TW,430,JFK,SFO,0,7,11,0
2014,2,18,1000,1242,DL,N723TW,439,JFK,ATL,0,82,5,0
2014,2,18,947,1501,DL,N704X,454,JFK,STT,0,78,0,0
2014,2,18,1155,1449,DL,N3768,457,JFK,FLL,0,9,0,11
2014,2,18,921,1258,DL,N939DL,462,JFK,FLL,0,66,21,0
2014,2,18,1036,1429,DL,N713TW,469,JFK,SFO,0,36,18,0
2014,2,18,908,1306,DL,N324NB,1109,LGA,TPA,0,63,55,0
2014,2,18,1114,1437,DL,N989DL,1174,LGA,PBI,0,49,13,0
2014,2,18,606,830,EV,N606LR,5140,EWR,MSP,0,1,19,0
2014,2,18,941,1124,MQ,N544MQ,2809,LGA,STL,0,35,0,19
2014,2,18,1058,1246,US,N762US,1869,LGA,CLT,0,6,0,25
2014,2,18,742,922,US,N961UW,1909,LGA,PHL,0,102,42,0
2014,2,18,737,1141,VX,N842VA,11,JFK,SFO,0,19,7,0
2014,2,18,913,1249,VX,N846VA,161,EWR,LAX,0,19,0,0
2014,2,18,1154,1545,VX,N528VA,187,EWR,SFO,93,2,0,0
2014,2,18,949,1251,VX,N849VA,251,JFK,LAS,0,2,14,0
2014,2,18,710,1049,VX,N638VA,399,JFK,LAX,0,9,10,0
2014,2,18,925,1307,VX,N622VA,407,JFK,LAX,10,12,0,0
2014,2,18,1306,1441,WN,N478WN,1611,LGA,STL,0,7,0,14
2014,2,18,1106,1301,MQ,N526MQ,3478,LGA,DTW,0,30,0,91
2014,2,18,936,1126,MQ,N848MQ,3433,LGA,BNA,0,96,20,0
2014,2,18,1344,1535,MQ,N530MQ,3616,LGA,MSP,0,16,0,79
2014,2,18,2031,2228,MQ,N513MQ,3603,LGA,DTW,0,8,0,30
2014,2,18,934,1103,UA,N413UA,331,LGA,ORD,0,29,0,0
2014,2,18,729,1014,UA,N534UA,343,LGA,DEN,0,34,18,0
2014,2,18,747,1113,UA,N418UA,443,LGA,IAH,0,27,30,0
2014,2,18,657,956,UA,N536UA,570,LGA,IAH,0,27,8,0
2014,2,18,731,946,UA,N24211,1290,LGA,ORD,0,31,45,0
2014,2,18,918,1221,UA,N14214,1420,LGA,IAH,0,20,0,0
2014,2,18,932,1207,MQ,N543MQ,3565,LGA,CLT,0,4,30,23
2014,2,18,901,1125,US,N713UW,2071,LGA,CLT,0,5,12,16
2014,2,18,1539,1705,US,N946UW,2152,LGA,BOS,0,4,18,35
2014,2,18,1109,1229,US,N732US,2173,LGA,DCA,0,2,0,123
2014,2,19,1746,1903,B6,N184JB,918,JFK,BOS,0,61,0,0
2014,2,19,904,1223,B6,N659JB,189,JFK,SAN,0,24,11,0
2014,2,19,1739,1919,US,N963UW,2156,LGA,BOS,0,2,25,37
2014,2,19,1643,1819,US,N714US,2187,LGA,DCA,0,3,15,40
2014,2,19,2226,2333,UA,N12218,1066,EWR,BOS,0,64,0,0
2014,2,20,2126,2322,EV,N712EV,5287,LGA,MSN,0,46,13,0
2014,2,21,1954,2238,AA,N3GWAA,45,JFK,LAS,0,37,0,126
2014,2,21,2055,26,AA,N788AA,133,JFK,LAX,0,21,0,280
2014,2,21,1935,2242,AA,N5FJAA,145,JFK,MIA,0,14,0,223
2014,2,21,1901,2204,AA,N3JJAA,67,JFK,SAN,0,28,0,76
2014,2,21,1837,2214,AA,N784AA,181,JFK,LAX,0,15,7,112
2014,2,21,2056,2233,AA,N3FXAA,199,JFK,ORD,0,6,0,192
2014,2,21,2040,2400,AA,N3BYAA,291,JFK,AUS,0,4,0,216
2014,2,21,2057,2212,AA,N3CPAA,345,LGA,ORD,0,6,0,161
2014,2,21,2036,140,AA,N5FEAA,1029,JFK,SJU,0,96,5,0
2014,2,21,1401,1825,AA,N3CKAA,1151,LGA,DFW,0,7,74,9
2014,2,21,1811,2125,AA,N3LCAA,1185,LGA,DFW,0,5,0,30
2014,2,21,2106,6,AA,N3HRAA,1193,LGA,DFW,0,1,0,105
2014,2,21,1654,2013,AA,N3ATAA,1410,LGA,MIA,0,8,0,50
2014,2,21,1545,1903,AA,N362AA,2285,JFK,MCO,0,50,8,0
2014,2,21,2052,2207,AA,N3JEAA,2314,JFK,BOS,0,18,5,34
2014,2,21,1800,2146,AA,N3BNAA,2379,LGA,MIA,0,12,21,48
2014,2,21,2036,2149,B6,N178JB,918,JFK,BOS,0,28,0,199
2014,2,21,2121,2251,B6,N183JB,2302,JFK,BUF,0,19,0,270
2014,2,21,2109,2232,B6,N281JB,1407,JFK,IAD,0,219,7,0
2014,2,21,2052,2301,B6,N247JB,1119,JFK,CLT,186,19,10,17
2014,2,21,1509,1742,B6,N294JB,1373,JFK,CHS,0,19,27,57
2014,2,21,2234,125,B6,N294JB,1677,JFK,JAX,0,20,16,64
2014,2,21,2105,2257,B6,N354JB,1185,JFK,RDU,0,13,8,199
2014,2,21,136,247,B6,N354JB,486,JFK,ROC,0,5,0,204
2014,2,21,2008,2359,B6,N516JB,135,JFK,PHX,56,7,9,0
2014,2,21,1942,2234,B6,N589JB,283,JFK,MCO,184,9,0,18
2014,2,21,2349,451,B6,N595JB,1203,JFK,SJU,0,20,18,70
2014,2,21,2122,45,B6,N597JB,225,JFK,TPA,0,29,24,83
2014,2,21,2101,27,B6,N643JB,523,JFK,LAX,0,14,14,0
2014,2,21,2201,148,B6,N779JB,915,JFK,SFO,0,101,8,0
2014,2,21,2328,310,B6,N653JB,1295,JFK,AUS,139,16,28,0
2014,2,21,2317,134,B6,N806JB,97,JFK,DEN,0,1,0,98
2014,2,21,2314,243,B6,N658JB,1201,JFK,FLL,0,17,19,162
2014,2,21,2207,117,B6,N703JB,1183,JFK,MCO,0,12,24,0
2014,2,21,1800,2136,AA,N3JPAA,1073,LGA,MIA,0,15,21,235
2014,2,21,2158,41,DL,N917DL,2181,LGA,MCO,182,95,0,0
2014,2,21,1942,2235,DL,N970DL,2498,LGA,TPA,6,88,0,0
2014,2,21,1112,1236,EV,N12564,3833,EWR,ROC,3,45,3,114
2014,2,21,2016,2314,EV,N14902,4294,EWR,SAV,38,35,38,153
2014,2,21,2151,2355,EV,N612QX,5049,LGA,CLT,55,68,0,188
2014,2,21,1300,1502,EV,N713EV,5571,LGA,GRR,1,43,1,65
2014,2,21,1917,2241,DL,N913DE,1644,LGA,PBI,19,323,15,0
2014,2,21,1920,2057,MQ,N543MQ,2839,LGA,STL,0,3,0,54
